Ticker,Company_name,Market_Cap,Stock_price,Volume,Industry_CSV,Sector_CSV,Revenue,Revenue_Growth,Net_Income,Free_Cash_Flow,Full_Company_Name,ISIN_Code,Registered_Office,Telephone,Email,Taxpayer_Number,Website,Main_Business_Fields,Sector_JSON,Subsector,Industry_JSON,Sub_Industry,Securities_Administration_Bureau,Recording_Date,Recording_Board,Data_Merge_Success,Data_Source,Fax
MASB,PT Bank Multiarta Sentosa Tbk,4.57T,"3,260.00",300,Banks - Regional,Financials,901.55B,8.60%,212.38B,"-1,470.33B",PT Bank Multiarta Sentosa Tbk,MASB,"Grha Bank Mas Jl Setiabudi Selatan Kav.7-8, Jakarta Selatan 12920",(021) 57906006,corsec@bankmas.co.id,01.596.713.6-073.000,www.bankmas.co.id,Perbankan sesuai dengan ketentuan peraturan perundang-undangan yang berlaku,Keuangan,Bank,Bank,Bank,PT. Adimitra Jasa Korpora,2021-06-30 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,(021) 5790 6005
BABP,PT Bank MNC Internasional Tbk,2.40T,54.00,"3,029,000",Banks - Regional,Financials,617.70B,2.54%,87.09B,1.08T,PT Bank MNC Internasional Tbk.,BABP,"Gedung MNC Bank Tower Lantai 8, Jl. Kebon Sirih No.21-27, Jakarta 10340",2980-5555,corporate.legal@mncbank.co.id,01.342.094.8-054.000,www.mncbank.co.id,Perbankan,Keuangan,Bank,Bank,Bank,PT BSR Indonesia,2002-07-15 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,3983-6700
SOHO,PT Soho Global Health Tbk,25.89T,"2,040.00","708,7",Medical Distribution,Healthcare,10.35T,13.44%,527.42B,344.74B,PT Soho Global Health Tbk,SOHO,"Jl. Rawa Sumur II Kav BB No. 3, Kawasan Industri Pulogadung, Kelurahan Jatinegara, Kecamatan Cakung, Jakarta Timur 13930, Indonesia",(021) 4683 4411,corporate.secretary@sohoglobalhealth.com,0013 0329 6607 3000,www.sohoglobalhealth.com,Industri dan distribusi atas produk-produk di sektor farmasi dan kesehatan melalui Perusahaan Anak PT Parit Padang Global Distribusi farmasi 4.855.284 100 %,Kesehatan PT Parit Padang Global Distribusi farmasi 5.059.172 100 %,Farmasi & Riset Kesehatan PT Parit Padang Global Distribusi farmasi 4.941.975 100 %,"Farmasi PT Soho Global Medika Perdagangan besar alat kesehatan 0 99,80 %","Farmasi PT Soho Global Medika Perdagangan besar alat kesehatan 0 99,80 %","PT. Datindo Entrycom PT Soho Global Medika Perdagangan besar alat kesehatan 0 99,80 %",2020-09-08 Nama Jenis Aset Total Persentase PT Parit Padang Global Distribusi farmasi 4.294.807 100 %,Pengembangan PT Parit Padang Global Distribusi farmasi 4.557.358 100 %,True,CSV+JSON,(021) 4683 0505
PSAB,PT J Resources Asia Pasifik Tbk,15.08T,570.00,"72,510,600",Gold,Materials,4.74T,13.07%,513.60B,2.13T,J RESOURCES ASIA PASIFIK Tbk,PSAB,-,(021) 5153335,-,-,-,"Pertambangan Emas J & P Resources Gold OHQ (Malaysia) Sdn Bhd Perusahaan Jasa 11.018 99,99 %","Barang Baku J & P Resources Gold OHQ (Malaysia) Sdn Bhd Perusahaan Jasa 11.044 99,99 %","Barang Baku J & P Resources Gold OHQ (Malaysia) Sdn Bhd Perusahaan Jasa 12.654 99,99 %","Logam & Mineral J Resources Gold (UK) Ltd Pertambangan 103.842.282 99,99 %","Emas J Resources Gold (UK) Ltd Pertambangan 108.916.618 99,99 %","- J Resources Gold (UK) Ltd Pertambangan 118.068.045 99,99 %","2003-04-22 Nama Jenis Aset Total Persentase J & P Resources Gold OHQ (Malaysia) Sdn Bhd perusahaan jasa 11.146 99,99 %","Pengembangan J & P Resources Gold OHQ (Malaysia) Sdn Bhd Perusahaan Jasa 11.300 99,99 %",True,CSV+JSON,(021) 5153759
ASSA,PT Adi Sarana Armada Tbk,4.00T,"1,085.00","13,301,100",Rental & Leasing Services,Industrials,5.73T,24.01%,379.67B,447.25B,Adi Sarana Armada Tbk,ASSA,"Gedung Samudera Kirana Lt. 6, Jl. Yos Sudarso No. 88, Sunter, Jakarta Utara 14350 , Indonesia",6530 8811,corporate.secretary@assarent.co.id,01.955.213.2-054.000,www.assarent.co.id,"Bergerak di bidang jasa penyewaan kendaraan bermotor/alat transportasi darat, jual beli kendaraan bekas, jasa pengurusan transportasi/logistik dan jasa penyediaan juru mudi melalui Entitas Anak PT ADI SARANA INVESTINDO PENYEDIAAN JASA MANAJEMEN DAN KONSULTASI, KHUSUSNYA DIBIDANG INVESTASI 27.106 99,99 %","Transportasi & Logistik PT ADI SARANA INVESTINDO PENYEDIAAN JASA MANAJEMEN DAN KONSULTASI, KHUSUSNYA DIBIDANG INVESTASI 26.828 99,99 %","Transportasi PT ADI SARANA INVESTINDO PENYEDIAAN JASA MANAJEMEN DAN KONSULTASI, KHUSUSNYA DIBIDANG INVESTASI 25.786 99,99 %","Pengangkutan Darat Penumpang PT ADI SARANA INVESTINDO PENYEDIAAN JASA MANAJEMEN DAN KONSULTASI, KHUSUSNYA DIBIDANG INVESTASI 24.947 99,99 %",Transportasi Jalanan PT ADI SARANA LELANG BALAI LELANG 175.247 97 %,- PT ADI SARANA LELANG BALAI LELANG 169.263 97 %,"2012-11-12 Nama Jenis Aset Total Persentase PT ADI SARANA INVESTINDO PERDAGANGAN BESAR ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK 8.270 99,99 %","Utama PT ADI SARANA INVESTINDO PERDAGANGAN BESAR ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK 7.125 99,99 %",True,CSV+JSON,6530 8822
PTSN,PT Sat Nusapersada Tbk,1.97T,370.00,"6,694,500",Electronic Components,Technology,3.47T,74.16%,191.02B,-391.69B,Sat Nusapersada Tbk,PTSN,Jl Pelita VI No.99 Batam 29443,0778-5708888,corporate.secretary@satnusa.com,01.530.807.5-054.000,http://www.satnusa.com,"Industri Perakitan Elektronik PT SM Engineering Pengepisan Logam/Metal Stamping 7.953.636 99,96 %","Teknologi PT SM Engineering Pengepisan Logam/Metal Stamping 8.241.703 99,96 %","Perangkat Keras & Peralatan Teknologi PT SM Engineering Pengepisan Logam/Metal Stamping 8.998.190 99,96 %","Peralatan Jaringan PT SNI Internasional Jasa/Services 0 99,98 %","Peralatan Jaringan PT SNI Internasional Jasa/Services 259.239 99,98 %","PT. Raya Saham Registra PT SNI Internasional Jasa/Services 266.526 99,98 %","2007-11-08 Nama Jenis Aset Total Persentase PT SM Engineering Pengepisan Logam/Metal Stamping 6.154.436 99,96 %","Pengembangan PT SM Engineering Pengepisan Logam/Metal Stamping 7.383.009 99,96 %",True,CSV+JSON,-
TIFA,PT KDB Tifa Finance Tbk,1.43T,410.00,"1,2",Credit Services,Financials,145.18B,-0.70%,59.22B,65.22B,KDB Tifa Finance Tbk,TIFA,"Equity Tower 39th Floor, SCBD Lot 9, Jl. Jenderal Sudirman Kav. 52-53, Jakarta Selatan 12190",(62-21) 5094 1140,corporate.secretary@kdbtifa.co.id,01.341.975.9-054.000,www.kdbtifa.co.id,Perusahaan Pembiayaan,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,PT. Ficomindo Buana Registrar,2011-07-08 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,0
VICI,PT Victoria Care Indonesia Tbk,4.26T,630.00,"155,9",Household & Personal Products,Consumer Staples,1.39T,0.98%,162.32B,153.38B,PT Victoria Care Indonesia Tbk,VICI,"Puri Indah Financial Tower 10th-11th Floor Puri Lingkar Dalam Blok T-8 Kembangan, Puri Indah Jakarta Barat 11610",(+6221) 54368111,corsec@vci.co.id,02.574.485.5-047.000,http://www.vci.co.id/,"Bergerak dalam bidang Industri Sabun dan Bahan Pembersih Keperluan Rumah Tangga; Industri Kosmetik untuk Manusia, termasuk Pasta Gigi, Industri Perekat Gigi, Perdagangan Besar Kosmetik untuk Manusia, Perdagangan Besar Alat Laboratorium, Alat Farmasi, dan Alat Kedokteran untuk Manusia",Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,PT. Bima Registra,2020-12-17 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,0
BRMS,PT Bumi Resources Minerals Tbk,144.62T,"1,020.00","1,165,650,700",Other Industrial Metals & Mining,Materials,3.96T,94.04%,778.83B,221.30B,Bumi Resources Minerals Tbk,BRMS,"Bakrie Tower Lantai 6 & 10 Komplek Rasuna Epicentrum Jl. H.R. Rasuna Said, Kuningan Jaksel 12940",021-57945698,corporate.secretary@brm.co.id,02.290.376.9-091.000,www.bumiresourcesminerals.com,"Aktivitas Kantor Pusat dan Aktivitas Konsultasi Manajemen Lainnya melalui Pengawasan dan Pengelolaan Entitas Anak yang Bergerak dalam Bidang Eksplorasi dan Pengembangan Pertambangan Atas Sumber Daya Mineral Herald Resources Pty. Ltd. Pertambangan 116.958.272 99,98 %",Barang Baku International Minerals Company LLC Entitas Bertujuan Khusus 310.736.448 100 %,"Barang Baku Lemington Investments Pte. Ltd. Entitas Bertujuan Khusus 1 99,99 %","Logam & Mineral PT Andalan Anugerah Sekarbumi Perdagangan 130.977.625 60,86 %",Logam & Mineral Lainnya PT Bumi Sumberdaya Semesta (d/h PT Multi Daerah Bersaing) Investasi 650.331.402 100 %,"PT. Ficomindo Buana Registrar PT Citra Palu Minerals Pertambangan Emas 289.259.218 96,97 %","2010-12-09 Nama Jenis Aset Total Persentase Calipso Investment Pte. Ltd. Entitas Bertujuan Khusus 117.752.982 99,99 %","Utama Gain & Win Pte. Ltd. Entitas Bertujuan Khusus 116.956.272 99,98 %",True,CSV+JSON,021-57945687
GSMF,PT Equity Development Investment Tbk,1.37T,98.00,"14,646,400",Insurance - Diversified,Financials,1.28T,2.60%,39.83B,4.62B,Equity Development Investment Tbk,GSMF,Wisma Hayam Wuruk Lt. 3 Jl. Hayam Wuruk no. 8 Jakarta Pusat 10120,021-80632550,secretary@theequityone.com,01.371.294.8-054.000,www.theequityone.com,Investment Company PT Equity Aset Manajemen Manajer Investasi 25.002 100 %,"Keuangan PT Equity Finance Indonesia Sewa pembiayaan, pembiayaan konsumen dan anjak piutang 560.995 100 %","Perusahaan Holding & Investasi PT Equity Life Indonesia Asuransi jiwa, asuransi kesehatan dan dana pensiun 2.345.193 94,78 %","Perusahaan Holding & Investasi PT Equity Sekuritas Indonesia Penjamin emisi efek, perantara pedagang efek, manajer investasi dan penasehat investasi 65.821 100 %","Perusahaan Holding Keuangan PT Lintas Dunia Travelindo Jasa perjalanan 24.439 68,58 %",PT. Datindo Entrycom PT Lumbung Sari Pialang asuransi 19.538 100 %,"1989-10-23 Nama Jenis Aset Total Persentase PT Asuransi Dayin Mitra Tbk Asuransi Kerugian 1.079.870 73,33 %",Pengembangan PT Datindo Entrycom Jasa administrasi efek 148.221 100 %,True,CSV+JSON,021-2313285
KOKA,PT Koka Indonesia Tbk,1.17T,410.00,"327,015,600",Engineering & Construction,Industrials,33.31B,-78.55%,-11.55B,-570.35M,PT Koka Indonesia Tbk.,KOKA,"Jl. Sultan Iskandar Muda, No. 7, Lt. 3 Kebayoran Lama, Jakarta Selatan 12240",+62 21 292 91028,corporatesecretary@koka.co.id,,www.koka.co. id,"Jasa Konstruksi Gedung Industri, Bangunan Sipil dan Gedung Hunian",Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,PT. Adimitra Jasa Korpora,2023-10-11 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,+62 21 29291038
FITT,PT Hotel Fitra International Tbk,1.37T,940.00,"2,674,300",Lodging,Consumer Discretionary,10.57B,-19.99%,-7.59B,-16.68B,PT Hotel Fitra International Tbk,FITT,"Jl. KH Abdul Halim No.88 RT. 005 RW. 008 Kab. Majalengka, Kulon Majalengka Jawa Barat 45418",(0233) 8292888,corsec.hotelfitra@gmail.com,03.346.647.5-077.000,www.fitratbk.co.id,"Perusahaan Induk dalam bidang Jasa, Pengelolaan Hotel & Pariwisata PT Bumi Majalengka Permai penyedian penginapan (hotel dan transit hotel), jasa pengelolaan hotel 5.440.090.333.054 99,99 %","Barang Konsumen Non-Primer PT Bumi Majalengka Permai penyedian penginapan (hotel dan transit hotel), jasa pengelolaan hotel 5.440.090.333.054 99,99 %","Jasa Konsumen PT Bumi Majalengka Permai penyedian penginapan (hotel dan transit hotel), jasa pengelolaan hotel 5.440.090.333.054 99,99 %","Pariwisata & Rekreasi PT Fitra Amanah Wisata jasa perjalanan wisata, penyelenggaraan dan penjualan paket wisata yang dijual, penyediaan layanan pramuwisata 1.404.180.986 99,96 %","Hotel, Resor & Kapal Pesiar PT Fitra Amanah Wisata jasa perjalanan wisata, penyelenggaraan dan penjualan paket wisata yang dijual, penyediaan layanan pramuwisata 1.404.180.986 99,96 %","PT. Bima Registra PT Fitra Amanah Wisata jasa perjalanan wisata, penyelenggaraan dan penjualan paket wisata yang dijual, penyediaan layanan pramuwisata 1.404.180.986 99,96 %","2019-06-11 Nama Jenis Aset Total Persentase PT Bumi Majalengka Permai penyedian penginapan (hotel dan transit hotel), jasa pengelolaan hotel 57.445.940.337 99,99 %","Pengembangan PT Bumi Majalengka Permai penyedian penginapan (hotel dan transit hotel), jasa pengelolaan hotel 55.305.878.935 99,99 %",True,CSV+JSON,(0233) 8291888
KMTR,PT Kirana Megatara Tbk,2.23T,272.00,"281,3",Auto Parts,Consumer Discretionary,13.17T,23.76%,275.03B,983.53B,PT Kirana Megatara Tbk.,KMTR,Gedung The East Lantai 21 Jl. DR. Ide Anak Agung Gde Agung Kav. E.3.2 No.1 Jakarta 12950,(021) 5794 7988,corporate@kiranamegatara.com,01.545.234.5-063.000,www.kiranamegatara.com,"Usaha dalam bidang perindustrian, perkebunan, perdagangan, jasa dan konsultan, baik secara langsung maupun tidak langsung melalui anak perusahaan. PT Bintang Agung Persada Pabrik crumb rubber 723.418 80 %","Barang Baku PT Djambi Waras Pabrik crumb rubber 1.305.130 99,99 %",Barang Baku PT Karini Utama Pabrik crumb rubber 120.230 100 %,Perhutanan & Kertas PT Kirana Borneo Tangkiling Pabrik crumb rubber 17.962 100 %,Produk Hutan Lainnya PT Kirana Musi Persada Pabrik crumb rubber 657.239 100 %,PT. Adimitra Jasa Korpora PT Kirana Permata Pabrik crumb rubber 448.997 100 %,2017-06-19 Nama Jenis Aset Total Persentase PT Anugerah Alam Persada Agro bisnis 152.282 100 %,Pengembangan PT Anugrah Bungo Lestari Pabrik crumb rubber 161.873 100 %,True,CSV+JSON,(021) 5794 7999
BTPN,PT Bank SMBC Indonesia Tbk,22.68T,"2,180.00","14,7",Banks - Regional,Financials,13.53T,13.99%,2.29T,"-11,179.07B",PT Bank SMBC Indonesia Tbk,BTPN,"Menara SMBC, CBD Mega Kuningan Lantai 29. Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5-5.6 Jakarta 12950",021-300 26 200,corporate.secretary@smbci.com,01.139.797.3-091.000,www.smbci.com,Perbankan PT Oto Multiartha Pembiayaan 16.045.853 51 %,Keuangan PT Summit Oto Finance Pembiayaan 15.438.845 51 %,Bank,Bank,Bank,-,2008-03-12 Nama Jenis Aset Total Persentase PT Bank BTPN Syariah Tbk Perbankan 21.701.384 70 %,Utama PT BTPN Syariah Ventura Modal Ventura 309.503 1 %,True,CSV+JSON,021-300 26 309
IATA,PT MNC Energy Investments Tbk,2.25T,71.00,"2,416,600",Thermal Coal,Energy,1.32T,-43.95%,18.49B,-489.82B,PT MNC Energy Investments Tbk,IATA,MNC Tower Lantai 22 Jl. Kebon Sirih No. 17-19 Jakarta Pusat 10340 INDONESIA,(62-21) 3912935,corsec.iata@mncgroup.com,01.002.818.1-054.000,www.mncenergy.com,"Investment PT MNC Infrastruktur Utama jasa pelabuhan dan kontraktor pertambangan 26.977.823 99,99 %",Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,-,"2006-09-13 Nama Jenis Aset Total Persentase PT Bhakti Coal Resources Pertambangan 167.755.781 99,33 %",Pemantauan Khusus PT Bhakti Migas Resources investasi gas dan minyak 23.851.406 80 %,True,CSV+JSON,(62-21) 3912941
AGRS,PT Bank IBK Indonesia Tbk,3.35T,70.00,"1,216,800",Banks - Regional,Financials,719.51B,11.76%,206.15B,"-1,236.53B",PT Bank IBK Indonesia Tbk.,AGRS,Wisma GKBI Suite UG-01 Jl. Jend. Sudirman No. 28 Jakarta 10210 Indonesia,+62 21 5790 8888,corsec@ibk.co.id,01.311.830.2-073.000,www.ibk.co.id,Perbankan PT BANK IBK INDONESIA PERBANKAN 19.377.403 100 %,Keuangan PT BANK IBK INDONESIA PERBANKAN 19.346.777 100 %,Bank PT BANK IBK INDONESIA PERBANKAN 20.009.605 100 %,Bank PT BANK IBK INDONESIA PERBANKAN 20.477.857 100 %,Bank,PT. Adimitra Jasa Korpora,2014-12-22 Nama Jenis Aset Total Persentase PT BANK IBK INDONESIA PERBANKAN 19.167.605 100 %,Pengembangan PT BANK IBK INDONESIA PERBANKAN 19.377.403 100 %,True,CSV+JSON,+62 21 5790 6888
UNTR,PT United Tractors Tbk,98.79T,"27,000.0","4,335,300",Other Industrial Metals & Mining,Materials,135.33T,3.67%,15.41T,14.07T,United Tractors Tbk,UNTR,"Jl. Raya Bekasi km. 22, Cakung, Jakarta 13910",4605959; 4605979,ir@unitedtractors.com,01.308.524.6-091.000,www.unitedtractors.com,Wholesale (Durable Goods) PT Danusa Tambang Nusantara Perusahaan induk atas konsesi penambangan 45.542.422 100 %,Perindustrian PT Energia Prima Nusantara Pembangkit listrik 4.738.259 100 %,Barang Perindustrian PT Karya Supra Perkasa Perusahaan induk atas industri konstruksi 2.816.897 100 %,Mesin PT Pamapersada Nusantara Jasa penambangan terpadu 98.411.865 100 %,Mesin Konstruksi & Kendaraan Berat PT Tambang Supra Perkasa Penambangan 16.186 100 %,"PT. Raya Saham Registra PT United Tractors Pandu Engineering Perakitan dan produksi mesin, peralatan, dan alat berat 6.465.920 100 %",1989-09-19 Nama Jenis Aset Total Persentase PT Andalan Multi Kencana Perdagangan suku cadang 42.299 100 %,Utama PT Bina Pertiwi Perdagangan alat berat 1.934.688 100 %,True,CSV+JSON,4600655
TPIA,PT Chandra Asri Pacific Tbk,607.69T,"7,025.00","4,810,900",Specialty Chemicals,Materials,97.34T,219.30%,21.49T,"-1,988.03B",PT Chandra Asri Pacific Tbk,TPIA,"Gedung Wisma Barito Pacific Tower A, Lt. 7 Jl. Let Jend S. Parman Kav. 62-63 RT.008 RW.004 Slipi Palmerah. Jakarta Barat. DKI Jakarta - 11410",(021) 5307950,corporatesecretary@capcx.com,01.062.049.0-092.000,www.chandra-asri.com,Petrokimia Chandra Asri Capital Pte. Ltd. Perusahaan Investasi 93 100 %,Barang Baku Chandra Asri Trading Company Pte. Ltd. Perdagangan Besar 248.271 100 %,"Barang Baku PT Chandra Asri Alkali Khlor dan Alkali 257.387 99,90 %","Barang Kimia PT Chandra Asri Konsultasi Konsultasi Managemen 0 99,99 %","Barang Kimia Dasar PT Chandra Asri Perkasa Petrokimia 642.147 99,99 %","- PT Chandra Asri Port Pergudangan, Penyimpanan dan layanan Kepelabuhan 0 100 %",2008-05-26 Nama Jenis Aset Total Persentase CAPGC Pte. Ltd. Perusahaan Investasi 0 80 %,Pengembangan Chandra Asri Bio Investment Pte. Ltd. Perusahaan Investasi 26.000 100 %,True,CSV+JSON,(021) 5308950
PANR,PT Panorama Sentrawisata Tbk,936.56B,680.00,"4,825,400",Travel Services,Consumer Discretionary,3.38T,13.06%,347.30B,194.22B,Panorama Sentrawisata Tbk,PANR,"PANORAMA BUILDING, 6th Floor, Jl. Tomang Raya No. 63, Jakarta Barat 11440",+62 21 2556.5000,corsec.panr@panorama-group.com,01.746.338.1-054.000,http://www.panorama-group.com,"Biro Perjalanan Wisata Panorama Destination (Thailand) Ltd Biro perjalanan wisata 73.549.946 30,84 %","Barang Konsumen Non-Primer Panorama Destination (Vietnam) Jv Ltd Biro perjalanan wisata 1.941.606 42,80 %","Jasa Konsumen PT Andalan Selaras Abadi Perdagangan umum dan jasa 198.693.602 64,12 %","Pariwisata & Rekreasi PT Andalan Wisata Benua Biro perjalanan wisata 36.065.004 50,95 %","Agen Perjalanan PT Chan Brothers Travel Indonesia Biro perjalanan wisata 50.222.563 29,97 %","PT. Raya Saham Registra PT Destinasi Alam Indonesia Biro perjalanan wisata 1.560.563 62,94 %","2001-09-18 Nama Jenis Aset Total Persentase Panorama Destination (M) Sdn. Bhd Biro perjalanan wisata 19.953.884 62,94 %","Utama Panorama Destination (S) Pte., Ltd., Biro perjalanan wisata/ 2.260.234 62,94 %",True,CSV+JSON,+62 21 2556.5055
AGRO,PT Bank Raya Indonesia Tbk,5.53T,224.00,"10,046,100",Banks - Regional,Financials,707.62B,0.31%,58.99B,-180.73B,PT Bank Raya Indonesia Tbk,AGRO,Menara BRILiaN Lt. 20 Jalan Gatot Subroto No. 177 A Kel. Menteng Dalam Kecamatan Tebet Jakarta Selatan DKI Jakarta,021-50931300,humas@bankraya.co.id,01.347.428.3-054.000,bankraya.co.id,Perbankan,Keuangan,Bank,Bank,Bank,-,2003-08-08 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,021-50931494
INDS,PT Indospring Tbk,1.48T,226.00,"336,9",Auto Parts,Consumer Discretionary,3.22T,-1.72%,68.91B,23.35B,Indospring Tbk,INDS,"Jl. May Jend Soengkono No.10 Segoromadu, Gresik Jawa Timur 61123","(031)398-11-35, 398-24-83, 398-25-24",ispin@indospring.co.id,01.122.686.7-054.000,www.indospring.co.id,"Industri suku cadang kendaraan bermotor PT Indobaja Prima Murni Industri Alat potong dan perkakas tangan utk pertanian 296.254 96,50 %","Barang Konsumen Non-Primer PT Indobaja Prima Murni Industri Alat potong dan perkakas tangan utk pertanian 296.254 96,50 %","Otomotif & Komponen Otomotif PT Indobaja Prima murni Manufaktur 296.600 96,50 %","Komponen Otomotif PT Indobaja Prima murni Manufaktur 296.910 96,50 %","Suku Cadang Otomotif PT Indonesia Prima Spring Industri suku cadang dan aksesoris kendaraan bermotor 201 99,90 %","PT. Adimitra Jasa Korpora PT Indonesia Prima Spring Industri suku cadang dan aksesoris kendaraan bermotor 201 99,90 %","1990-08-10 Nama Jenis Aset Total Persentase PT Indobaja Prima murni Industri Alat potong dan perkakas tangan utk pertanian 279.865.197.291 3,50 %","Pengembangan PT Indobaja Prima Murni Industri Alat potong dan perkakas tangan utk pertanian 300.850 96,50 %",True,CSV+JSON,(031)3981531
ARTO,PT Bank Jago Tbk,29.52T,"2,110.00","9,250,200",Banks - Regional,Financials,1.83T,23.30%,241.82B,"-5,038.36B",PT Bank Jago Tbk.,ARTO,"Menara SMBC Lt.43,45 & 46 Jl. Dr. Ide Anak Agung Gde Agung Kav.5.5-5.6, Jakarta Selatan",021-50927460 & 021-30000746,corporate.secretary@jago.com,001.555.591.5-441.000,www.jago.com,Perbankan,Keuangan,Bank,Bank,Bank,PT. Ficomindo Buana Registrar,2016-01-12 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,021-50927479 & 021-50927499
PSGO,PT Palma Serasih Tbk,4.18T,224.00,"359,1",Farm Products,Consumer Staples,2.41T,20.47%,392.49B,383.18B,PT Palma Serasih Tbk.,PSGO,"Gedung Graha Arda Lt. 7 Zone B, Jl. H.R. Rasuna Said Kav. B-6, Setiabudi, Jakarta Selatan 12910",+62 21 5277 715,corporate.secretary@palmaserasih.co.id,02.604.561.7-018.000,www.palmaserasih.co.id,Perkebunan dan industri pengolahan minyak kelapa sawit melalui entitas anak PT Anugerah Kebun Mandiri Perkebunan 30.288.467.678 99 %,"Barang Konsumen Primer PT Anugerah Lahan Kaltim Perkebunan 131.066.059.985 99,99 %","Makanan & Minuman PT Batu Borneo Perdana Konstruksi 35.537.981.067 99,98 %","Produk Makanan Pertanian PT Cipta Hijau Bumi Etam Perkebunan 709.583.814 99,99 %","Perkebunan & Tanaman Pangan PT Global Primatama Mandiri Perkebunan 317.737.190.180 99,99 %","PT. Datindo Entrycom PT Nusaraya Agro Sawit Perkebunan dan Perindustrian 945.657.770.316 99,99 %","2019-11-25 Nama Jenis Aset Total Persentase PT Anugerah Energitama Perkebunan dan Perindustrian 1.700.310.821.148 99,99 %",Utama PT Anugerah Kebun Kaltim Perkebunan 16.271.372 99 %,True,CSV+JSON,+62 21 5277 716
PYFA,PT Pyridam Farma Tbk,5.57T,496.00,"33,020,400",Drug Manufacturers - Specialty & Generic,Healthcare,2.82T,109.85%,-484.05B,-679.65B,PT Pyridam Farma Tbk,PYFA,"Sinar Mas Land Plaza Sudirman, Lantai 12 Jl. Jendral Sudirman Kav. 21, RT10/RW1, Kuningan, Karet, Kec. Setiabudi, Jakarta Selatan 12920",(+6221) 50991067,corsec@pyfa.co.id,01.313.863.1-054.000,www.pyfa.co.id,"Farmasi PT Pyfa Aetheria Indonesia (dahulu/ formerly PT Pyfa Medika Indonesia) Perdagangan besar atas obat farmasi, obat tradisional, kosmetik, alat laboratorium, alat farmasi, alat kedokteran dan pelatihan kerja industri kreatif 6.365.841 99 %","Kesehatan PT Pyfa Investama Medika Perdagangan besar atas dasar balas jasa (fee ) atau kontrak, aktivitas perusahaan holding, aktivitas akuntansi, pembukuan dan pemeriksa, aktivitas konsultasi manajemen lainnya, aktivitas konsultasi bisnis dan broker bisnis, dan aktivitas penyedia gabungan jasa administrasi kantor 28.384.651.222 99 %","Farmasi & Riset Kesehatan PT Pyfa Sehat Indonesia Portal web dan/atau platform digital dengan tujuan komersial, perdagangan eceran barang dan obat farmasi untuk manusia di apotik, perdagangan eceran barang dan obat farmasi untuk manusia bukan di apotik 22.640.367.573 99 %",Farmasi Pyfa Australia Pty. Ltd.  4.214.740.583.600 100 %,"Farmasi Pyfa Health Singapore Pte. Ltd. Penjualan eceran suplemen kesehatan, penjualan eceran kosmetik dan perlengkapan mandi (termasuk produk perawatan kulit) 4.300.406.542.752 99 %",-,"2001-10-16 Nama Jenis Aset Total Persentase PT Ethica Industri Farmasi  586.010.525.197 99,99 %","Pengembangan PT Holi Pharma Industri kimia dasar organik yang menghasilkan bahan kimia khusus, industri sabun dan bahan pembersih keperluan rumah tangga, industri kosmetik untuk manusia, termasuk pasta gigi, industri bahan farmasi untuk manusia, industri produk farmasi untuk manusia 373.606.406.484 99,99 %",True,CSV+JSON,-
